S.no,Airline code,Flight Designator,SOBT,checkinopen,checkinclose,Routing,Traffic Type,GHA,Seats,dest_iata,dest_city,dest_country,airline_name,airline_country
132,Airline18,Airline18 02,DD-MM-YYYY 19:05,DD-MM-YYYY 15:05,DD-MM-YYYY 18:05,VMT-OVT,INTERNATIONAL,GHA04,239,OVT,City55,Country20,Airline18,Country20
133,Airline10,Airline10 14,DD-MM-YYYY 19:10,DD-MM-YYYY 15:10,DD-MM-YYYY 18:10,VMT-QDJ,INTERNATIONAL,GHA04,220,QDJ,City02,Country43,Airline10,Country05
134,Airline17,Airline17 01,DD-MM-YYYY 19:50,DD-MM-YYYY 15:50,DD-MM-YYYY 18:50,VMT-VVH,INTERNATIONAL,GHA02,326,VVH,City29,Country15,Airline17,Country15
135,Airline25,Airline25 01,DD-MM-YYYY 19:55,DD-MM-YYYY 15:55,DD-MM-YYYY 18:55,VMT-ZCB,INTERNATIONAL,GHA04,262,ZCB,City61,Country29,Airline25,Country29
136,Airline10,Airline10 17,DD-MM-YYYY 20:15,DD-MM-YYYY 16:15,DD-MM-YYYY 19:15,VMT-HKO,INTERNATIONAL,GHA04,186,HKO,City35,Country18,Airline10,Country05
137,Airline10,Airline10 30,DD-MM-YYYY 20:20,DD-MM-YYYY 16:20,DD-MM-YYYY 19:20,VMT-FVT,INTERNATIONAL,GHA04,186,FVT,City49,Country29,Airline10,Country05
138,Airline37,Airline37 24,DD-MM-YYYY 20:50,DD-MM-YYYY 16:50,DD-MM-YYYY 19:50,VMT-QCE,INTERNATIONAL,GHA02,188,QCE,City62,Country44,Airline37,Country05
139,Airline10,Airline10 05,DD-MM-YYYY 20:55,DD-MM-YYYY 16:55,DD-MM-YYYY 19:55,VMT-QHH,INTERNATIONAL,GHA04,232,QHH,City12,Country15,Airline10,Country05
140,Airline05,Airline05 01,DD-MM-YYYY 20:55,DD-MM-YYYY 16:55,DD-MM-YYYY 19:55,VMT-NFY,INTERNATIONAL,GHA04,377,NFY,City10,Country46,Airline05,Country46
141,Airline10,Airline10 10,DD-MM-YYYY 21:00,DD-MM-YYYY 17:00,DD-MM-YYYY 20:00,VMT-FQR,INTERNATIONAL,GHA04,232,FQR,City59,Country43,Airline10,Country05
142,Airline37,Airline37 44,DD-MM-YYYY 21:15,DD-MM-YYYY 17:15,DD-MM-YYYY 20:15,VMT-WWC,INTERNATIONAL,GHA02,150,WWC,City37,Country42,Airline37,Country05
143,Airline15,Airline15 04,DD-MM-YYYY 21:15,DD-MM-YYYY 17:15,DD-MM-YYYY 20:15,VMT-FQR,INTERNATIONAL,GHA02,327,FQR,City59,Country43,Airline15,Country43
144,Airline45,Airline45 02,DD-MM-YYYY 21:20,DD-MM-YYYY 17:20,DD-MM-YYYY 20:20,VMT-QHH,INTERNATIONAL,GHA02,180,QHH,City12,Country15,Airline45,Country05
145,Airline10,Airline10 23,DD-MM-YYYY 21:30,DD-MM-YYYY 17:30,DD-MM-YYYY 20:30,VMT-FAP,INTERNATIONAL,GHA04,186,FAP,City31,Country25,Airline10,Country05
146,Airline37,Airline37 19,DD-MM-YYYY 21:40,DD-MM-YYYY 17:40,DD-MM-YYYY 20:40,VMT-VFQ,INTERNATIONAL,GHA02,164,VFQ,City06,Country09,Airline37,Country05
147,Airline37,Airline37 34,DD-MM-YYYY 21:45,DD-MM-YYYY 17:45,DD-MM-YYYY 20:45,VMT-VUT-AQE,INTERNATIONAL,GHA02,316,AQE,City60,Country04,Airline37,Country05
148,Airline55,Airline55 01,DD-MM-YYYY 21:50,DD-MM-YYYY 17:50,DD-MM-YYYY 20:50,VMT-PXI,INTERNATIONAL,GHA04,150,PXI,City46,Country35,Airline55,Country35
149,Airline52,Airline52 02,DD-MM-YYYY 21:55,DD-MM-YYYY 17:55,DD-MM-YYYY 20:55,VMT-DKP,INTERNATIONAL,GHA02,471,DKP,City22,Country40,Airline52,Country40
150,Airline10,Airline10 11,DD-MM-YYYY 22:00,DD-MM-YYYY 18:00,DD-MM-YYYY 21:00,VMT-UJO,INTERNATIONAL,GHA04,186,UJO,City26,Country15,Airline10,Country05
151,Airline10,Airline10 19,DD-MM-YYYY 22:00,DD-MM-YYYY 18:00,DD-MM-YYYY 21:00,VMT-DFH,INTERNATIONAL,GHA04,186,DFH,City36,Country15,Airline10,Country05
152,Airline44,Airline44 01,DD-MM-YYYY 22:05,DD-MM-YYYY 18:05,DD-MM-YYYY 21:05,VMT-VFQ,INTERNATIONAL,GHA02,189,VFQ,City06,Country09,Airline44,Country09
153,Airline43,Airline43 02,DD-MM-YYYY 22:05,DD-MM-YYYY 18:05,DD-MM-YYYY 21:05,VMT-QDJ,INTERNATIONAL,GHA02,360,QDJ,City02,Country43,Airline43,Country43
154,Airline37,Airline37 14,DD-MM-YYYY 22:10,DD-MM-YYYY 18:10,DD-MM-YYYY 21:10,VMT-HBP,INTERNATIONAL,GHA02,188,HBP,City42,Country02,Airline37,Country05
155,Airline54,Airline54 01,DD-MM-YYYY 22:45,DD-MM-YYYY 18:45,DD-MM-YYYY 21:45,VMT-HBP,INTERNATIONAL,GHA02,368,HBP,City42,Country02,Airline54,Country02
156,Airline51,Airline51 01,DD-MM-YYYY 22:50,DD-MM-YYYY 18:50,DD-MM-YYYY 21:50,VMT-UWY,INTERNATIONAL,GHA02,300,UWY,City43,Country28,Airline51,Country28
157,Airline03,Airline03 01,DD-MM-YYYY 22:50,DD-MM-YYYY 18:50,DD-MM-YYYY 21:50,VMT-HVQ,INTERNATIONAL,GHA04,301,HVQ,City03,Country29,Airline03,Country29
158,Airline37,Airline37 03,DD-MM-YYYY 23:00,DD-MM-YYYY 19:00,DD-MM-YYYY 22:00,VMT-DKP,INTERNATIONAL,GHA02,188,DKP,City22,Country40,Airline37,Country05
159,Airline04,Airline04 01,DD-MM-YYYY 23:00,DD-MM-YYYY 19:00,DD-MM-YYYY 22:00,VMT-VFQ,INTERNATIONAL,GHA02,290,VFQ,City06,Country09,Airline04,Country09
160,Airline16,Airline16 01,DD-MM-YYYY 23:20,DD-MM-YYYY 19:20,DD-MM-YYYY 22:20,VMT-VFQ,INTERNATIONAL,GHA04,377,VFQ,City06,Country09,Airline16,Country09
161,Airline28,Airline28 01,DD-MM-YYYY 23:30,DD-MM-YYYY 19:30,DD-MM-YYYY 22:30,VMT-AQE,INTERNATIONAL,GHA02,285,AQE,City60,Country04,Airline28,Country04
162,Airline07,Airline07 02,DD-MM-YYYY 23:30,DD-MM-YYYY 19:30,DD-MM-YYYY 22:30,VMT-XUH,INTERNATIONAL,GHA04,298,XUH,City10,Country46,Airline07,Country46
163,Airline35,Airline35 01,DD-MM-YYYY 23:35,DD-MM-YYYY 19:35,DD-MM-YYYY 22:35,VMT-ZTO,INTERNATIONAL,GHA02,305,ZTO,City51,Country31,Airline35,Country31
164,Airline27,Airline27 01,DD-MM-YYYY 23:35,DD-MM-YYYY 19:35,DD-MM-YYYY 22:35,VMT-USB,INTERNATIONAL,GHA04,257,USB,City13,Country04,Airline27,Country04
